timestamp,open,high,low,close,volume
2020-01-01,32237.9,32348.0,32057.2,32102.9,0
2020-01-02,32133.15,32465.45,32121.4,32443.85,0
2020-01-03,32326.95,32329.8,31960.4,32069.25,0
2020-01-06,31910.45,31914.45,31170.55,31237.15,0
2020-01-07,31598.05,31851.45,31200.9,31399.4,0
2020-01-08,30995.5,31451.85,30899.55,31373.65,0
2020-01-09,31748.25,32172.7,31667.15,32092.4,0
2020-01-10,32215.7,32347.2,31953.4,32097.4,0
2020-01-13,32139.1,32322.65,32074.05,32177.65,0
2020-01-14,32196.45,32196.45,31989.2,32071.65,0
2020-01-15,31994.75,32000.9,31670.35,31824.9,0
2020-01-16,31810.55,31988.9,31692.4,31853.9,0
2020-01-17,31571.65,31773.55,31445.5,31590.65,0
2020-01-20,31923.95,31923.95,31050.95,31080.65,0
2020-01-21,30978.85,31171.25,30858.6,30947.55,0
2020-01-22,31061.6,31149.05,30614.0,30701.45,0
2020-01-23,30742.2,31087.25,30621.35,31004.05,0
2020-01-24,31040.1,31375.45,30879.05,31241.75,0
2020-01-27,31110.55,31227.05,30808.55,30837.4,0
2020-01-28,30922.0,31048.45,30656.35,30761.4,0
2020-01-29,30915.1,31082.85,30835.8,30877.0,0
2020-01-30,30889.25,30909.5,30521.3,30647.4,0
2020-01-31,30950.5,31033.45,30691.8,30833.6,0
2020-02-01,30726.2,30918.6,29753.0,29820.9,0
2020-02-03,29811.75,30105.8,29612.55,30023.25,0
2020-02-04,30235.3,30776.95,30182.45,30686.7,0
2020-02-05,30761.95,31065.85,30630.85,31001.95,0
2020-02-06,31070.75,31470.65,30917.25,31304.05,0
2020-02-07,31367.05,31368.2,31111.05,31201.95,0
2020-02-10,31248.65,31248.8,30957.2,31058.15,0
2020-02-11,31230.2,31505.95,31225.9,31300.6,0
2020-02-12,31441.15,31588.6,31398.15,31492.9,0
2020-02-13,31586.55,31649.45,31180.6,31230.25,0
2020-02-14,31281.85,31436.65,30776.1,30834.8,0
2020-02-17,30873.85,30998.15,30630.5,30680.7,0
2020-02-18,30661.5,30692.75,30252.45,30562.5,0
2020-02-19,30905.0,30947.15,30606.15,30838.2,0
2020-02-20,30862.3,31085.3,30702.45,30942.85,0
2020-02-24,30666.35,30702.15,30428.0,30455.1,0
2020-02-25,30517.0,30610.7,30329.95,30432.7,0
2020-02-26,30279.95,30515.35,30131.75,30306.85,0
2020-02-27,30270.0,30271.95,29914.15,30187.0,0
2020-02-28,29501.55,29564.1,29051.5,29147.15,0
2020-03-02,29701.0,29791.15,28571.7,28868.4,0
2020-03-03,29012.55,29285.35,28749.55,29177.05,0
2020-03-04,29252.95,29273.65,28125.15,28653.7,0
2020-03-05,28830.3,29134.3,28535.6,28815.35,0
2020-03-06,27649.95,28047.2,27162.3,27801.45,0
2020-03-09,27031.45,27091.6,25923.4,26462.6,0
2020-03-11,26272.75,26791.45,26234.1,26487.8,0
2020-03-12,25175.9,25223.1,23536.35,23971.15,0
2020-03-13,22720.75,25670.75,21351.7,25166.45,0
2020-03-16,24061.6,24074.15,23008.25,23101.15,0
2020-03-17,23348.05,23449.5,22002.0,22155.15,0
2020-03-18,22411.85,22544.05,20267.95,20580.2,0
2020-03-19,19428.95,21035.05,18675.65,20083.5,0
2020-03-20,19898.3,20924.55,19265.0,20317.6,0
2020-03-23,18311.3,18895.65,16791.05,16917.65,0
2020-03-24,17705.85,17841.4,16116.25,17107.3,0
2020-03-25,16759.95,18740.2,16635.5,18481.05,0
2020-03-26,18781.85,20409.35,18364.5,19613.9,0
2020-03-27,20801.6,21462.4,19580.1,19969.0,0
2020-03-30,19254.45,19716.25,18668.7,18782.4,0
2020-03-31,19307.65,19466.3,18792.4,19144.0,0
2020-04-01,19122.4,19154.75,18042.25,18208.35,0
2020-04-03,18325.05,18326.1,17143.2,17249.3,0
2020-04-07,18454.55,19190.55,17953.75,19062.5,0
2020-04-08,18799.4,20324.1,18482.9,18946.45,0
2020-04-09,19553.15,19988.3,19166.9,19913.6,0
2020-04-13,19854.9,19887.05,19294.0,19488.0,0
2020-04-15,20096.35,20184.1,18776.75,19057.05,0
2020-04-16,18957.15,19520.3,18703.45,19400.0,0
2020-04-17,20394.75,20866.55,19729.3,20681.45,0
2020-04-20,21104.7,21122.1,20444.25,20522.65,0
2020-04-21,19812.05,19891.45,19247.95,19409.35,0
2020-04-22,19306.95,19806.35,19051.95,19701.85,0
2020-04-23,19871.35,20356.5,19584.4,20267.95,0
2020-04-24,19697.65,19950.15,19515.4,19586.65,0
2020-04-27,19870.8,20224.75,19847.65,20081.15,0
2020-04-28,20436.6,20751.3,20260.8,20671.1,0
2020-04-29,20440.4,21348.15,20393.65,21090.2,0
2020-04-30,21589.2,21967.0,21353.65,21534.5,0
2020-05-04,20514.75,20530.45,19643.6,19743.75,0
2020-05-05,20147.3,20223.15,19212.35,19271.75,0
2020-05-06,19302.45,19806.6,18941.0,19694.55,0
2020-05-07,19536.05,19757.25,19332.15,19491.8,0
2020-05-08,19844.0,19969.6,19285.05,19352.9,0
2020-05-11,19610.45,19733.4,18900.9,18950.5,0
2020-05-12,18751.4,18993.4,18287.0,18862.85,0
2020-05-13,20017.75,20122.25,19429.9,19634.95,0
2020-05-14,19197.7,19380.1,19024.75,19068.5,0
2020-05-15,19098.8,19119.1,18683.65,18833.95,0
2020-05-18,18795.1,18795.1,17514.2,17573.2,0
2020-05-19,18037.15,18175.3,17390.65,17486.25,0
2020-05-20,17486.5,18002.65,17407.7,17840.2,0
2020-05-21,17901.95,18200.7,17658.55,17735.1,0
2020-05-22,17554.25,17952.25,17105.0,17278.9,0
2020-05-26,17537.65,17681.7,17311.25,17440.35,0
2020-05-27,17603.4,18874.25,17560.35,18710.55,0
2020-05-28,18924.45,19455.55,18818.95,19169.8,0
2020-05-29,18962.0,19358.05,18729.9,19297.25,0
2020-06-01,19728.9,20225.35,19632.9,19959.9,0
2020-06-02,20120.6,20615.75,19852.55,20530.2,0
2020-06-03,20966.6,21619.55,20822.0,20940.7,0
2020-06-04,20932.35,21141.8,20316.2,20390.45,0
2020-06-05,20516.4,21198.7,20425.05,21034.5,0
2020-06-08,21636.1,21807.4,20911.25,21187.35,0
2020-06-09,21295.5,21568.85,20629.7,20724.9,0
2020-06-10,20760.95,21251.45,20671.55,21100.1,0
2020-06-11,21084.7,21244.45,20458.3,20525.15,0
2020-06-12,19529.3,20747.7,19526.1,20654.55,0
2020-06-15,20457.15,20470.85,19740.2,19912.9,0
2020-06-16,20500.65,20638.85,19507.05,20296.7,0
2020-06-17,20137.45,20627.9,19978.15,20201.75,0
2020-06-18,20137.6,21028.35,20030.35,20956.3,0
2020-06-19,20970.1,21467.65,20878.25,21338.1,0
2020-06-22,21491.55,22078.25,21425.55,21708.35,0
2020-06-23,21859.25,22322.3,21647.8,22264.9,0
2020-06-24,22479.35,22479.55,21336.35,21426.8,0
2020-06-25,21218.05,21703.5,20926.45,21506.15,0
2020-06-26,21735.05,21784.65,21320.1,21592.05,0
2020-06-29,21291.55,21440.05,21026.45,21359.0,0
2020-06-30,21524.3,21650.5,21212.0,21370.15,0
2020-07-01,21354.1,22061.6,21281.85,21977.6,0
2020-07-02,22133.8,22344.85,21890.5,21953.2,0
2020-07-03,22101.75,22130.3,21768.0,21852.4,0
2020-07-06,22270.95,22399.25,22171.05,22198.95,0
2020-07-07,22254.3,22674.5,22040.35,22628.0,0
2020-07-08,22700.9,23080.6,22499.5,22584.65,0
2020-07-09,22753.15,22998.3,22673.4,22907.2,0
2020-07-10,22720.95,22835.2,22320.05,22398.45,0
2020-07-13,22613.25,22657.4,21981.65,22089.25,0
2020-07-14,21877.6,21909.7,21222.45,21392.2,0
2020-07-15,21634.25,21935.5,21230.55,21340.75,0
2020-07-16,21453.25,21671.25,21027.85,21597.15,0
2020-07-17,21608.05,22065.0,21550.8,21966.8,0
2020-07-20,22307.3,22520.45,22187.8,22321.85,0
2020-07-21,22639.85,22861.9,22597.95,22782.0,0
2020-07-22,23159.0,23211.35,22658.2,22882.6,0
2020-07-23,22854.85,23122.35,22734.9,23083.9,0
2020-07-24,22853.2,22854.05,22417.2,22662.05,0
2020-07-27,22664.6,22668.05,21801.35,21848.75,0
2020-07-28,21940.15,22233.0,21611.4,22105.2,0
2020-07-29,22075.0,22346.4,21906.35,22076.6,0
2020-07-30,22195.05,22252.6,21580.15,21646.85,0
2020-07-31,21730.55,21806.95,21375.0,21640.05,0
2020-08-03,21543.8,21543.8,21031.45,21072.1,0
2020-08-04,21248.25,21576.35,21057.75,21490.5,0
2020-08-05,21686.85,21936.5,21448.4,21509.95,0
2020-08-06,21644.25,21926.55,21370.3,21642.6,0
2020-08-07,21620.25,21787.25,21451.3,21754.0,0
2020-08-10,22050.2,22277.6,22039.85,22227.2,0
2020-08-11,22050.2,22277.6,22039.85,22227.2,0
2020-08-12,22135.95,22326.55,21990.2,22264.0,0
2020-08-13,22395.2,22439.95,22139.6,22196.35,0
2020-08-14,22334.95,22334.95,21459.1,21679.4,0
2020-08-17,21906.95,21909.4,21403.15,21700.85,0
2020-08-18,21702.0,22227.75,21629.4,22170.6,0
2020-08-19,22315.4,22419.35,22234.25,22285.9,0
2020-08-20,21989.9,22079.9,21886.7,21999.45,0
2020-08-21,22190.7,22344.05,22165.05,22299.6,0
2020-08-24,22436.85,22897.5,22410.05,22833.0,0
2020-08-25,22973.4,23180.3,22857.9,23092.15,0
2020-08-26,23175.55,23453.4,23093.15,23414.2,0
2020-08-27,23511.45,23704.05,23464.15,23600.35,0
2020-08-28,23635.3,24611.8,23599.2,24523.8,0
2020-08-31,25038.8,25232.6,23385.3,23754.35,0
2020-09-01,23893.8,24199.65,23473.15,23812.0,0
2020-09-02,23769.0,23926.15,23482.55,23874.55,0
2020-09-03,23986.15,24051.6,23451.65,23530.85,0
2020-09-04,23119.15,23394.8,22876.9,23011.5,0
2020-09-07,23036.25,23109.1,22716.25,22945.05,0
2020-09-08,22971.2,23064.15,22641.4,22744.4,0
2020-09-09,22486.7,22554.6,22080.4,22267.0,0
2020-09-10,22466.55,22678.65,22225.25,22466.2,0
2020-09-11,22509.95,22668.75,22205.95,22479.95,0
2020-09-14,22683.35,22757.3,22028.15,22101.25,0
2020-09-15,22202.8,22514.15,22062.35,22465.65,0
2020-09-16,22476.3,22659.4,22216.5,22573.55,0
2020-09-17,22352.0,22504.45,22267.05,22320.35,0
2020-09-18,22439.35,22469.4,21784.9,22031.05,0
2020-09-21,21983.4,22098.85,21274.3,21366.8,0
2020-09-22,21445.25,21473.35,20958.45,21139.1,0
2020-09-23,21350.8,21365.05,20821.0,21178.5,0
2020-09-24,20898.8,20955.6,20404.9,20456.85,0
2020-09-25,20740.8,21064.3,20430.7,20982.35,0
2020-09-28,21152.05,21708.85,21055.1,21665.5,0
2020-09-29,21770.9,21811.5,21280.6,21411.3,0
2020-09-30,21405.25,21549.35,21128.5,21451.8,0
